近世経済データベース（2018年3月1日）,,,,,,,,,,,,,,,
和暦,西暦,月日,天気,経済的事象,自然災害・災害など,騒動,金相場最小値,金相場最高値,金相場メモ,銭相場最小値,銭相場最高値,銭相場メモ,米相場,米相場メモ,備考
嘉永6年,1853年,1月26日,雨,,,,63.37,,,9.6,,,75.4,筑前米,
嘉永6年,1853年,1月27日,雨,,,,63.43,,,9.6,,,85.5,筑前米,
嘉永6年,1853年,1月28日,天気,去年11月29日着の三手引替御元金5000両の内、引替済みの古金2000両（両組800両宛・住友400両）及び享保金300両、今朝江戸へ差し立てる,,,63.38,,,9.6,,,,「休日」,
嘉永6年,1853年,1月29日,天気、八ツ時頃小雨,,,,63.35,,,9.6,,,85.3,筑前米,
嘉永6年,1853年,1月30日,天気、五ツ半頃雨、無程止,,,,63.35,,,9.6,,,,筑前米,
嘉永6年,1853年,2月1日,天気,,,,63.46,,,9.6,,,,「休日」,
嘉永6年,1853年,2月2日,天気,去る巳（弘化2ヵ）年4月24日着の三手引替御元一分銀3万両の内、引替済みの代り二朱銀・一朱銀を追々差立て、残り1万3700両のところ、今回1500両（三組500両ずつ）を江戸へ差し立てる／去年12月6日着の鴻善外十四人引替御元保銀300貫目の内、引替済みの130貫目を、今朝江戸へ差し立てる,,,63.5,,,9.6,,,85.5,筑前米,
嘉永6年,1853年,2月3日,天気,,,,63.54,,,9.6,,,85.5,筑前米,
嘉永6年,1853年,2月4日,天気,,,,63.6,,,9.5,,,85.5,筑前米,
嘉永6年,1853年,2月5日,雨,,,,63.55,,,9.5,,,85.2,筑前米,
嘉永6年,1853年,2月6日,曇、昼後天気、風立,,,,63.47,,,9.55,,,85.2,筑前米,
嘉永6年,1853年,2月7日,天気,,,,63.59,,,9.55,,,,「休日」,
嘉永6年,1853年,2月8日,天気,,,,63.57,,,9.55,,,85.2,筑前米,
嘉永6年,1853年,2月9日,天気,,,,63.9,,,9.55,,,85.1,筑前米,
嘉永6年,1853年,2月10日,天気,,,,63.77,,,9.55,,,85.2,筑前米,
嘉永6年,1853年,2月11日,天気,,,,63.77,,,9.6,,,85.2,筑前米,
嘉永6年,1853年,2月12日,天気,,,,63.87,,,9.6,,,,「休日」,
嘉永6年,1853年,2月13日,昨夜中より雨、昼前より追々晴ル,,,,63.81,,,9.6,,,84.3,筑前米,
嘉永6年,1853年,2月14日,天気,,,,63.79,,,9.6,,,84.2,筑前米,
嘉永6年,1853年,2月15日,天気,,,,63.76,,,9.6,,,,「休日」,
嘉永6年,1853年,2月16日,天気,,,,63.71,,,9.6,,,,「休日」,
嘉永6年,1853年,2月17日,曇、昼後より小雨,,,,63.78,,,9.6,,,84.2,筑前米,
嘉永6年,1853年,2月18日,昨夜中雨、今朝止、跡曇、折々晴ル,,,,63.75,,,9.6,,,84.7,筑前米,
嘉永6年,1853年,2月19日,天気,,,,63.7,,,9.6,,,85.7,筑前米,
嘉永6年,1853年,2月20日,曇,,,,63.71,,,9.6,,,85.1,筑前米,
嘉永6年,1853年,2月21日,曇、昼後より晴ル,,,,63.73,,,9.6,,,85.2,筑前米,
嘉永6年,1853年,2月22日,天気,,,,63.75,,,9.6,,,,「休日」,
嘉永6年,1853年,2月23日,天気,大坂御金蔵より江戸への御取下し金4万7709両3分2朱、三井組より伝馬方・人足方へ渡し、差し立てる,,,63.75,,,9.65,,,85.2,筑前米,
嘉永6年,1853年,2月24日,天気,,,,63.75,,,9.65,,,85.2,筑前米,
嘉永6年,1853年,2月25日,天気、八ツ時頃雨,,,,63.78,,,9.65,,,85.5,筑前米,
嘉永6年,1853年,2月26日,天気,,,,63.76,,,9.65,,,85.9,筑前米,
嘉永6年,1853年,2月27日,天気,,,,63.76,,,9.65,,,,「休日」,
嘉永6年,1853年,2月28日,天気,,,,63.76,,,9.65,,,,,
嘉永6年,1853年,2月29日,天気,,,,63.7,,,9.65,,,,,
嘉永6年,1853年,3月1日,天気、七ツ時頃小雨,,,,63.7,,,9.7,,,,,
嘉永6年,1853年,3月2日,昨夜中より風立、五ツ時頃止、天気,,,,63.7,,,9.7,,,,,
嘉永6年,1853年,3月3日,天気,,,,,,,,,,,,「諸相庭無立會」
嘉永6年,1853年,3月4日,天気,,,,63.72,,,9.6,,,,筑前米,
嘉永6年,1853年,3月5日,天気,,,,63.7,,,9.6,,,85.9,筑前米,
嘉永6年,1853年,3月6日,天気,,,,63.67,,,9.6,,,,筑前米,
嘉永6年,1853年,3月7日,天気、折々曇,,,,63.59,,,9.6,,,85.6,筑前米,
嘉永6年,1853年,3月8日,曇、昼後より雨,,,,63.44,,,9.6,,,85.3,筑前米,
嘉永6年,1853年,3月9日,曇、折々晴,,,,63.38,,,9.6,,,85.4,筑前米,
嘉永6年,1853年,3月10日,,,,,63.48,,,9.6,,,85.5,筑前米,
嘉永6年,1853年,3月11日,曇、昼後より晴ル,,,,63.54,,,9.6,,,85.4,筑前米,
嘉永6年,1853年,3月12日,曇、昼後より晴ル,,,,63.56,,,9.6,,,85.3,筑前米,
嘉永6年,1853年,3月13日,天気、八ツ半時頃より雨,,,,63.6,,,9.6,,,85,筑前米,
嘉永6年,1853年,3月14日,天気,,,,63.58,,,9.6,,,85,筑前米,
嘉永6年,1853年,3月15日,天気,,,,63.62,,,9.6,,,85,筑前米,
嘉永6年,1853年,3月16日,雨,,,,63.6,,,9.6,,,,「休日」,
嘉永6年,1853年,3月17日,天気,,,,63.59,,,9.6,,,85.2,筑前米,
嘉永6年,1853年,3月18日,天気,相庭所より通達。御払銀1万2576貫目を仰せつけられたので、一軒分金800両ずつを三度に分けて上納するとのこと（初回・2回目は250両、3回目は300両）,,,63.68,,,9.6,,,85.3,筑前米,※十八日、大坂表銀拂底之折抦格別厚キ思召を以、去ル正月十八日御拂銀被仰付、其後追々御拂銀可被仰付候所、此節金相庭高直ニ付、一時御拂銀差止ノ處、當日更メテ前御拂銀三千貫目ト殘リ九千五百六拾六貫目都合壹万貳千五百七拾六貫目ノ御拂銀被仰付、大阪市中兩替屋若干軒各金八百兩ツ、上納云々ノ旨ヲ記ス、　右上納直段去ル正月十八日相庭ヲ以金壹兩ニ付銀六拾貳匁八分八厘替丈ケハ常是包ニテ御渡、此度ノ相庭六拾三匁六分八厘替ニテ御買入殘リ八分切レハ通用手形ニテ相渡リ候事
嘉永6年,1853年,3月19日,天気、暮時過より雨,,,,63.97,,,9.6,,,85.2,筑前米,
嘉永6年,1853年,3月20日,雨、八ツ半時晴ル,,,,63.96,,,9.6,,,85.2,筑前米,
嘉永6年,1853年,3月21日,天気,,,,63.91,,,9.6,,,,「休日」,
嘉永6年,1853年,3月22日,天気,,,,63.89,,,9.6,,,85.2,筑前米,
嘉永6年,1853年,3月23日,曇、折々雨,相庭所より急回章。先達て通達のあった御買金の割合（高麗橋組にての割合）は二朱金750両、但し一軒分250両とのこと。月番嶋田に持参せよとのこと,,,63.79,,,9.6,,,85.2,筑前米,
嘉永6年,1853年,3月24日,天気,嶋田店へ二朱金500両を持参す,,,63.74,,,9.6,,,85.3,筑前米,
嘉永6年,1853年,3月25日,天気、昼時頃雨,,,,63.81,,,9.65,,,85.1,筑前米,
嘉永6年,1853年,3月26日,天気,,,,63.81,,,9.65,,,85.3,筑前米,
嘉永6年,1853年,3月27日,天気,,,,63.75,,,9.65,,,85.2,筑前米,
嘉永6年,1853年,3月28日,天気、七ツ時頃より小雨,,,,63.74,,,9.65,,,85.6,筑前米,
嘉永6年,1853年,3月29日,雨,,,,63.63,,,9.65,,,85.7,筑前米,
嘉永6年,1853年,3月30日,天気,,,,63.68,,,9.65,,,85.6,筑前米,
嘉永6年,1853年,4月1日,天気,,,,63.89,,,9.65,,,85.6,筑前米,
嘉永6年,1853年,4月2日,天気,,,,63.89,,,9.65,,,85.6,筑前米,
嘉永6年,1853年,4月3日,天気,,,,63.8,,,9.65,,,86,筑前米,
嘉永6年,1853年,4月4日,天気,,,,63.7,,,9.65,,,85.9,筑前米,
嘉永6年,1853年,4月5日,昨夜暮過より雨、翌朝五ツ時過頃より折々止,,,,63.68,,,9.65,,,85.8,筑前米,
嘉永6年,1853年,4月6日,天気,,,,63.72,,,9.65,,,85.7,筑前米,
嘉永6年,1853年,4月7日,天気,,,,63.77,,,9.65,,,,,
嘉永6年,1853年,4月8日,天気,,,,63.71,,,9.65,,,,「休日」,
嘉永6年,1853年,4月9日,天気,,,,63.74,,,9.65,,,85.8,筑前米,
嘉永6年,1853年,4月10日,天気,,,,63.7,,,9.65,,,85.9,筑前米,
嘉永6年,1853年,4月11日,天気,,,,63.73,,,9.65,,,86.2,筑前米,
嘉永6年,1853年,4月12日,天気,,,,63.76,,,9.65,,,86.2,筑前米,
嘉永6年,1853年,4月13日,曇、折々小雨、四ツ時前地震、跡雨,,4つ時前、地震,,63.82,,,9.65,,,86.2,筑前米,
嘉永6年,1853年,4月14日,昨夜中雨、今朝晴ル,,,,63.86,,,9.7,,,86.4,筑前米,
嘉永6年,1853年,4月15日,曇,,,,63.81,,,9.65,,,87.1,筑前米,
嘉永6年,1853年,4月16日,昨夜中雨、今暁晴ル、晴天,十人両替に仰せつけられた御買上金のうち、二朱金7万4000両、今朝江戸へ御取下しになる,,,63.76,,,9.65,,,,「休日」,
嘉永6年,1853年,4月17日,天気,,,,63.81,,,9.65,,,,「休日」,
嘉永6年,1853年,4月18日,曇天、四ツ時より晴ル,,,,63.84,,,9.65,,,86.8,筑前米,
嘉永6年,1853年,4月19日,朝之内曇、天気,,,,63.84,,,9.65,,,86.6,筑前米,
嘉永6年,1853年,4月20日,天気,,,,63.87,,,9.7,,,86.7,筑前米,
嘉永6年,1853年,4月21日,天気,,,,63.89,,,9.7,,,86.4,筑前米,
嘉永6年,1853年,4月22日,曇、折々小雨,,,,63.88,,,9.7,,,86.6,筑前米,
嘉永6年,1853年,4月23日,天気,,,,63.91,,,9.7,,,86.4,筑前米,
嘉永6年,1853年,4月24日,天気,,,,63.94,,,9.7,,,86.5,筑前米,
嘉永6年,1853年,4月25日,天気,,,,63.97,,,9.7,,,86.8,筑前米,
嘉永6年,1853年,4月26日,天気,,,,63.93,,,9.7,,,86.6,筑前米,
嘉永6年,1853年,4月27日,天気,,,,63.89,,,9.7,,,86.5,筑前米,
嘉永6年,1853年,4月28日,天気,,,,63.84,,,9.7,,,86.3,筑前米,
嘉永6年,1853年,4月29日,今朝曇、六ツ半時頃より雷鳴、強雨、五ツ時過止、跡追々快晴,,,,63.77,,,9.7,,,,「休日、但節前昨日限」,
嘉永6年,1853年,4月30日,天気,,,,63.73,,,9.7,,,,「休日」,
嘉永6年,1853年,5月1日,天気,,,,63.79,,,9.7,,,,,
嘉永6年,1853年,5月2日,昨夜中より雨、五ツ時頃晴ル,,,,63.85,,,9.75,,,,,
嘉永6年,1853年,5月3日,曇天,十人両替に仰せつけられた御買上金のうち、二朱金4万290両、二朱・一分銀9000両、江戸へ御取下しになる,,,63.87,,,9.68,,,,,
嘉永6年,1853年,5月4日,天気,,,,63.87,,,9.75,,,,,
嘉永6年,1853年,5月5日,天気,,,,,,,,,,,,「諸相庭無立會」
嘉永6年,1853年,5月6日,天気,,,,63.91,,,9.65,,,,,
嘉永6年,1853年,5月7日,天気,,,,63.91,,,9.65,,,85.9,筑前米（ママ、加賀米カ）,
嘉永6年,1853年,5月8日,天気,,,,63.86,,,9.65,,,85.2,加賀米,
嘉永6年,1853年,5月9日,天気,,,,63.85,,,9.65,,,85.2,加賀米,
嘉永6年,1853年,5月10日,雨天,,,,63.85,,,9.65,,,84.2,加賀米,
嘉永6年,1853年,5月11日,昨夜中雨、今朝晴ル,,,,63.86,,,9.65,,,84.3,加賀米,
嘉永6年,1853年,5月12日,天気,,,,63.88,,,9.7,,,82.8,加賀米,
嘉永6年,1853年,5月13日,天気,,,,63.85,,,9.7,,,82.8,加賀米,
嘉永6年,1853年,5月14日,天気,,,,63.85,,,9.7,,,82.8,加賀米,
嘉永6年,1853年,5月15日,天気,,,,63.84,,,9.7,,,82.8,加賀米,
嘉永6年,1853年,5月16日,雨,,,,63.87,,,9.7,,,,「休日」,
嘉永6年,1853年,5月17日,雨,,,,63.87,,,9.7,,,82.2,加賀米,
嘉永6年,1853年,5月18日,雨,,,,63.86,,,9.7,,,,加賀米,
嘉永6年,1853年,5月19日,雨、八ツ時頃より晴ル,,淀川筋洪水ニ付、通船止り,,63.86,,,9.63,,,81.6,加賀米,
嘉永6年,1853年,5月20日,天気,,,,,,,,,,81.3,加賀米,
嘉永6年,1853年,5月21日,天気,,,,63.88,,,9.7,,,81.5,加賀米,
嘉永6年,1853年,5月22日,天気,,,,63.86,,,9.7,,,81.9,加賀米,
嘉永6年,1853年,5月23日,天気,,,,63.89,,,9.7,,,82.5,加賀米,
嘉永6年,1853年,5月24日,天気,,,,63.9,,,9.7,,,82.8,加賀米,
嘉永6年,1853年,5月25日,天気,,,,63.9,,,9.7,,,83,加賀米,
嘉永6年,1853年,5月26日,天気,,,,63.96,,,9.7,,,81.9,加賀米,
嘉永6年,1853年,5月27日,天気,,,,64.06,,,9.75,,,83,加賀米,
嘉永6年,1853年,5月28日,天気、向暑,,,,64.05,,,9.75,,,,「休日」,
嘉永6年,1853年,5月29日,天気、向暑,,,,64.02,,,9.75,,,81.8,加賀米,
嘉永6年,1853年,6月1日,天気,,,,64.02,,,9.75,,,83.5,加賀米,
嘉永6年,1853年,6月2日,五ツ時小雨、無程止、天気,,,,64.07,,,9.75,,,81.8,加賀米,
嘉永6年,1853年,6月3日,天気,,,,64.07,,,9.75,,,80.8,加賀米,
嘉永6年,1853年,6月4日,天気,,,,,,,,,,,加賀米,
嘉永6年,1853年,6月5日,天気,,,,64.14,,,9.69,,,79.6,加賀米,
嘉永6年,1853年,6月6日,天気,,,,64.15,,,9.75,,,79.9,加賀米,
嘉永6年,1853年,6月7日,天気,,,,64.16,,,9.75,,,,「休日」,
嘉永6年,1853年,6月8日,天気,,,,64.19,,,9.75,,,80.2,加賀米,
嘉永6年,1853年,6月9日,天気,,,,64.17,,,9.75,,,80.2,加賀米,
嘉永6年,1853年,6月10日,天気,,,,64.12,,,9.75,,,83.2,加賀米,
嘉永6年,1853年,6月11日,天気,,,,64.06,,,9.75,,,82.9,加賀米,
嘉永6年,1853年,6月12日,天気、七ツ時前より白雨、雷鳴、無程晴ル,,,,64.12,,,9.75,,,82.8,加賀米,
嘉永6年,1853年,6月13日,天気、八ツ時頃白雨、七ツ時前止,,,,64.17,,,9.75,,,83.1,加賀米,
嘉永6年,1853年,6月14日,天気,,,,64.26,,,9.75,,,86.1,加賀米,
嘉永6年,1853年,6月15日,,,,,64.36,,,9.75,,,85.8,加賀米,
嘉永6年,1853年,6月16日,天気,,,,64.37,,,9.75,,,,「休日」,
嘉永6年,1853年,6月17日,天気,,,,64.22,,,9.75,,,,「休日」,
嘉永6年,1853年,6月18日,天気、大暑強,,,,64.08,,,9.75,,,84.4,加賀米,
嘉永6年,1853年,6月19日,天気,,,,64.09,,,9.75,,,83.2,加賀米,
嘉永6年,1853年,6月20日,,去年11月29日着の三手引替御元新金5000両の内、引替済みの代り古金2000両を1月28日に差し立てたところ、今回残る3000両も引替が済み、古金3000両（両組1200両ずつ、住友600両）を今朝差し立てる／去る戌年9月17日十人組へ着の十五人分引替御元金1万両の内、引替済みの代り古金3000両を去年12月23に差し立てたところ、今回残る7000両のうち、引替済みとなった3000両も、今朝差し立てる,,,64.2,,,9.75,,,82.6,加賀米,
嘉永6年,1853年,6月21日,天気,,,,64.13,,,9.75,,,83.1,加賀米,
嘉永6年,1853年,6月22日,天気,,,,,,,,,,,「休日」,「座摩神事ニ付無立會」
嘉永6年,1853年,6月23日,天気,,,,64.18,,,9.75,,,81.9,加賀米,
嘉永6年,1853年,6月24日,天気,,,,64.17,,,9.75,,,,「休日」,
嘉永6年,1853年,6月25日,天気,,,,64.23,,,9.75,,,,,
嘉永6年,1853年,6月26日,天気,,,,,,,,,,,,
嘉永6年,1853年,6月27日,天気,,,,64.36,,,9.75,,,85,加賀米,
嘉永6年,1853年,6月28日,天気,,,,64.46,,,9.75,,,83.6,加賀米,
嘉永6年,1853年,6月29日,天気,,,,64.3,,,9.75,,,83.6,加賀米,
嘉永6年,1853年,6月30日,天気,,,,64.34,,,9.75,,,,「休日」,
嘉永6年,1853年,7月1日,天気,,,,64.35,,,9.8,,,84.7,加賀米,
嘉永6年,1853年,7月2日,天気,,,,64.32,,,9.8,,,84.7,加賀米,
嘉永6年,1853年,7月3日,天気,,,,64.23,,,9.8,,,85.3,加賀米,
嘉永6年,1853年,7月4日,天気,,,,64.24,,,9.7,,,85.2,加賀米,
嘉永6年,1853年,7月5日,天気,,,,64.31,,,9.8,,,85.3,加賀米,
嘉永6年,1853年,7月6日,天気,,,,64.4,,,9.8,,,,「休日」,
嘉永6年,1853年,7月7日,天気,,,,64.45,,,9.8,,,,「休日」,
嘉永6年,1853年,7月8日,天気,,,,64.33,,,9.8,,,,「休日」,
嘉永6年,1853年,7月9日,天気,,,,64.29,,,9.85,,,,,
嘉永6年,1853年,7月10日,天気、昼時過小雨、無程晴ル,,,,64.35,,,9.85,,,,,
嘉永6年,1853年,7月11日,天気、昼時頃より小雨,,,,64.4,,,9.8,,,,,
嘉永6年,1853年,7月12日,今暁六ツ時過雨、五ツ時前止、快晴,,,,64.44,,,9.85,,,,,
嘉永6年,1853年,7月13日,天気,,,,64.39,,,9.85,,,,,
嘉永6年,1853年,7月14日,天気,,,,64.41,,,9.85,,,,,
嘉永6年,1853年,7月15日,天気,,,,,,,,,,,,「諸相庭休日」
嘉永6年,1853年,7月16日,,,,,,,,,,,,,「諸相庭休日」
嘉永6年,1853年,7月17日,天気,,,,64.36,,,9.7,,,,,
嘉永6年,1853年,7月18日,天気,,,,64.5,,,9.64,,,88,加賀米,
嘉永6年,1853年,7月19日,天気,,,,64.5,,,9.7,,,89,加賀米,
嘉永6年,1853年,7月20日,天気,,,,,,,,,,,加賀米,
嘉永6年,1853年,7月21日,天気,,,,64.64,,,9.7,,,89.9,加賀米,
嘉永6年,1853年,7月22日,天気,,,,64.7,,,9.7,,,90,加賀米,
嘉永6年,1853年,7月23日,天気,,,,64.6,,,9.7,,,91,加賀米,
嘉永6年,1853年,7月24日,天気,,,,64.56,,,9.75,,,,「休日」,
嘉永6年,1853年,7月25日,天気,,,,64.69,,,9.75,,,94.5,加賀米,
嘉永6年,1853年,7月26日,天気,今夜4つ半時頃、町内より公方様(徳川家慶）薨御につき、町中穏便にいたし、唯今より自身番を勤めるよう申し来る／今夜丑刻過ぎ、相場所より急廻状。公方様薨去による停止触渡しがあったので、金相場立会は、追って通達があるまでしないように、とのこと,,,64.6,64.61,,9.65,9.75,,99,加賀米,
嘉永6年,1853年,7月27日,天気,公方様、当月22日薨御、町中諸事穏便にいたすべしとの町触,,,,,,,,,,,「御穩便中ニ付相庭無立會」
嘉永6年,1853年,7月28日,天気,この節、格別重き御時節柄については、追々御触あり。そのため、今昼後からは、店表簀戸・大戸ともに締切り、小口より出入りす。暖簾も取り外し、四斗樽6つに水を張り置き、店表格別厳重にす。風呂も昼7つ時を限りとして、毎晩自身番を勤める。火の見で涼むことも、高声で話すことも慎む。市中も同様,,,,,,,,,,,「御穩便中ニ付相庭無立會」
嘉永6年,1853年,7月29日,天気,,,,,,,,,,,,「御穩便中ニ付諸相庭無立會」
嘉永6年,1853年,8月1日,天気,,,,,,,,,,,,「御穩便中ニ付諸相庭無立會」
嘉永6年,1853年,8月2日,曇、七ツ半より雨、暮半晴ル,,,,64.48,,,9.75,,,97,加賀米,
嘉永6年,1853年,8月3日,天気、風立、折々小雨,,,,64.34,,,9.75,,,100,加賀米,
嘉永6年,1853年,8月4日,曇天、折々小雨,相場所より通達。只今西地方役所より呼び出しがあり、市中融通のため、今月4日の相場（64.2匁）の値段で、御用御払銀2万2000貫目を仰せつけられたとのこと,,,64.16,,,9.75,,,104.5,加賀米,※四日、本文ニ、西地方御役所ヨリ御呼出し有之市中融通之ため今四日相庭を以六拾四匁貳分（書上相庭）之直段を以御用拂銀貳万貳千貫目被仰付候
嘉永6年,1853年,8月5日,,,,,65.05,,,9.75,,,,加賀米,
嘉永6年,1853年,8月6日,天気,,,,64.95,,,9.75,,,98.5,加賀米,※六日、錢九拾八匁五分ト原書ニアレドモ、錢ト米ト混同シタルコト明カナリ、今前後ノ相場ニ准ジテカクノ如ク訂正ス
嘉永6年,1853年,8月7日,朝之内小雨、其後晴,,,,64.87,,,9.75,,,,加賀米,
嘉永6年,1853年,8月8日,天気,,,,64.87,,,9.75,,,99.5,加賀米,
嘉永6年,1853年,8月9日,天気,,,,64.9,,,9.75,,,100,加賀米,
嘉永6年,1853年,8月10日,天気,,,,64.93,,,9.75,,,101.4,加賀米,
嘉永6年,1853年,8月11日,曇,,,,64.98,,,9.75,,,104.5,加賀米,
嘉永6年,1853年,8月12日,今暁より雨、折々止,,,,65.05,,,9.75,,,105.2,加賀米,
嘉永6年,1853年,8月13日,今暁七ツ時頃雷鳴、雨、四ツ時頃より晴ル,,,,65.09,,,9.75,,,104.5,加賀米,
嘉永6年,1853年,8月14日,曇、四ツ時前より晴ル,,,,65.11,,,9.75,,,102.8,加賀米,
嘉永6年,1853年,8月15日,天気,,,,65.08,,,9.75,,,102.4,加賀米,
嘉永6年,1853年,8月16日,,,,,65.01,,,9.75,,,,「休日」,
嘉永6年,1853年,8月17日,天気,相場所より通達。去る4日仰せ付けられた御払銀の内、3000貫目だけお下げ渡し。そのため二朱金250両ずつ上納するようにとのこと,,,64.99,,,9.75,,,102.2,加賀米,
嘉永6年,1853年,8月18日,天気,,,,65,,,9.75,,,,「休日」,
嘉永6年,1853年,8月19日,曇天、七ツ時頃より小雨,,,,65,,,9.7,,,100.4,加賀米,
嘉永6年,1853年,8月20日,曇天,,,,65.02,,,9.7,,,,,
嘉永6年,1853年,8月21日,天気,,,,65.02,,,9.7,,,,「休日」,
嘉永6年,1853年,8月22日,天気,,,,65.02,,,9.7,,,102.3,加賀米,
嘉永6年,1853年,8月23日,天気,,,,64.95,,,9.7,,,103.8,加賀米,
嘉永6年,1853年,8月24日,曇天,,,,64.95,,,9.75,,,100.5,加賀米,
嘉永6年,1853年,8月25日,天気,,,,64.98,,,9.75,,,94,加賀米,
嘉永6年,1853年,8月26日,天気,,,,65.01,,,9.75,,,95.5,加賀米,
嘉永6年,1853年,8月27日,天気,,,,64.97,,,9.75,,,96,加賀米,
嘉永6年,1853年,8月28日,天気,,,,64.99,,,9.75,,,96,加賀米,
嘉永6年,1853年,8月29日,天気、昼後より曇、折々小雨,,,,64.98,,,9.75,,,95,加賀米,
嘉永6年,1853年,8月30日,昨夜中小雨、今朝より曇,,,,64.95,,,9.75,,,91,加賀米,
嘉永6年,1853年,9月1日,天気,,,,64.98,,,9.75,,,90.4,加賀米,
嘉永6年,1853年,9月2日,朝之内風立、五ツ時頃より雨、四ツ時過より晴ル,,,,65,,,9.75,,,,加賀米,
嘉永6年,1853年,9月3日,曇天,,,,65,,,9.75,,,,「節前ニ付昨日限」,
嘉永6年,1853年,9月4日,天気,,,,64.89,,,9.75,,,,,
嘉永6年,1853年,9月5日,曇,,,,64.89,,,9.75,,,,,
嘉永6年,1853年,9月6日,天気,,,,64.92,,,9.8,,,,,
嘉永6年,1853年,9月7日,天気,,,,64.89,,,9.8,,,,,
嘉永6年,1853年,9月8日,天気,,,,64.93,,,9.8,,,,,
嘉永6年,1853年,9月9日,天気,,,,,,,,,,,,「諸相庭休日」
嘉永6年,1853年,9月10日,曇,,,,65,,,9.75,,,,,
嘉永6年,1853年,9月11日,天気,,,,65.13,,,9.75,,,86.5,加賀米,
嘉永6年,1853年,9月12日,晴天,,,,65.19,,,9.75,,,86,加賀米,
嘉永6年,1853年,9月13日,天気,相場所より通達。二朱金750両を持参せよとのこと,,,65.17,,,9.75,,,,「休日」,
嘉永6年,1853年,9月14日,天気,,,,65.14,,,9.8,,,86,加賀米,
嘉永6年,1853年,9月15日,天気,,,,65.16,,,9.8,,,86,加賀米,
嘉永6年,1853年,9月16日,雨、昼後より追々晴ル,,,,65.24,,,9.85,,,,「休日」,
嘉永6年,1853年,9月17日,天気,,,,65.25,,,9.85,,,86.5,加賀米,
嘉永6年,1853年,9月18日,天気,,,,65.28,,,9.85,,,,「休日」,
嘉永6年,1853年,9月19日,天気、折々曇,,,,65.32,,,9.87,,,86.5,加賀米,
嘉永6年,1853年,9月20日,曇、五ツ時頃より小雨,,,,,,,,,,,加賀米,
嘉永6年,1853年,9月21日,朝之内曇、其後晴,,,,65.44,,,9.85,,,85.6,加賀米,
嘉永6年,1853年,9月22日,天気,,,,65.47,,,9.85,,,,加賀米,
嘉永6年,1853年,9月23日,天気,,,,65.47,,,9.85,,,86.5,加賀米,
嘉永6年,1853年,9月24日,天気,,,,65.56,,,9.85,,,86.5,加賀米,
嘉永6年,1853年,9月25日,天気,,,,65.75,,,9.9,,,,「休日」,
嘉永6年,1853年,9月26日,晴天、暮時過夕立,,,,65.75,,,9.9,,,86.5,加賀米,
嘉永6年,1853年,9月27日,天気,,,,65.89,,,9.9,,,,「休日」,
嘉永6年,1853年,9月28日,天気,,,,66.02,,,9.9,,,86.5,加賀米,
嘉永6年,1853年,9月29日,天気,,,,66.02,,,9.9,,,,「休日」,
嘉永6年,1853年,10月1日,天気,,,,66.1,,,9.9,,,86.5,加賀米,
嘉永6年,1853年,10月2日,曇,,,,66.12,,,9.9,,,85.4,加賀米,
嘉永6年,1853年,10月3日,天気,,,,66.21,,,9.9,,,86.5,加賀米,
嘉永6年,1853年,10月4日,曇,,,,66.22,,,9.9,,,,加賀米,
嘉永6年,1853年,10月5日,天気,,,,66.18,,,9.9,,,86.5,加賀米,
嘉永6年,1853年,10月6日,天気,,,,65.9,,,9.9,,,86.5,加賀米,
嘉永6年,1853年,10月7日,曇天,,,,65.71,,,9.9,,,86.5,加賀米,
嘉永6年,1853年,10月8日,曇、八ツ時より雨,,,,65.56,,,9.9,,,86.5,加賀米,
嘉永6年,1853年,10月9日,曇、折々晴,,,,65.19,,,9.9,,,86.5,加賀米,
嘉永6年,1853年,10月10日,天気,,,,65.56,,,9.9,,,,「休日」,
嘉永6年,1853年,10月11日,天気,,,,65.79,,,9.9,,,,「建替」,
嘉永6年,1853年,10月12日,天気,,,,65.72,,,9.9,,,,,
嘉永6年,1853年,10月13日,天気、昼後より雨,,,,65.85,,,9.9,,,,,
嘉永6年,1853年,10月14日,昨日より雨続,,,,65.78,,,9.9,,,,,
嘉永6年,1853年,10月15日,天気,,,,65.65,,,9.9,,,,,
嘉永6年,1853年,10月16日,天気,,,,65.65,,,9.9,,,,,
嘉永6年,1853年,10月17日,天気,,,,65.85,,,9.9,,,,,
嘉永6年,1853年,10月18日,曇、四ツ時頃より雨,,,,65.87,,,9.9,,,,,
嘉永6年,1853年,10月19日,天気,,,,65.87,,,9.9,,,,,
嘉永6年,1853年,10月20日,曇天,今般新規に一朱銀（嘉永一朱銀）出来との情報、極密に雛形の写しが届く,,,65.95,,,9.9,,,,,
嘉永6年,1853年,10月21日,天気,,,,65.19,,,9.9,,,81.5,筑前米,
嘉永6年,1853年,10月22日,,,,,,,,,,,,筑前米,
嘉永6年,1853年,10月23日,天気,,,,65.36,,,9.9,,,81.5,筑前米,
嘉永6年,1853年,10月24日,天気,,,,65.44,,,9.85,,,81.5,筑前米,
嘉永6年,1853年,10月25日,,,,,65.49,,,9.85,,,,筑前米,
嘉永6年,1853年,10月26日,曇、昼前より晴ル,,,,65.52,,,9.85,,,81.5,筑前米,
嘉永6年,1853年,10月27日,天気,,,,65.57,,,9.85,,,81.5,筑前米,
嘉永6年,1853年,10月28日,天気,,,,65.7,,,9.85,,,81.5,筑前米,
